risk_id,project_id,period_id,risk_category,risk_description,probability_score,impact_score,risk_score,risk_severity,risk_status,mitigation_status,risk_owner_type,date_identified,target_resolution_date
685,128,202606,Resource,Key role vacancy,5,5,25,Critical,Open,Not Started,Technical Lead,2026-06-11,2026-08-29
686,128,202612,Schedule,Testing window compressed,5,5,25,Critical,Open,Planned,PMO,2026-12-14,2027-02-25
687,128,202603,Resource,Specialist allocation conflict,4,5,20,Critical,Open,Planned,Business Owner,2026-03-16,2026-06-01
688,128,202508,Financial,Forecast cost exceeds approved budget,4,5,20,Critical,Mitigating,In Progress,Technical Lead,2025-08-15,2025-11-16
689,128,202602,Technical,Integration complexity exceeds plan,4,4,16,Critical,Mitigating,At Risk,Business Owner,2026-02-11,2026-04-16
690,128,202605,Scope,Scope growth not fully funded,5,4,20,Critical,Mitigating,In Progress,Business Owner,2026-05-08,2026-06-21
691,128,202607,Resource,Specialist allocation conflict,5,5,25,Critical,Closed,Complete,Technical Lead,2026-07-19,2026-09-02
692,128,202508,Resource,Key role vacancy,4,5,20,Critical,Open,Not Started,Technical Lead,2025-08-22,2025-11-12
693,129,202609,Resource,Specialist allocation conflict,3,3,9,Moderate,Closed,Complete,Technical Lead,2026-09-16,2026-11-09
694,129,202505,Resource,Specialist allocation conflict,3,4,12,High,Open,Not Started,Business Owner,2025-05-17,2025-07-13
695,129,202504,Resource,Key role vacancy,3,4,12,High,Mitigating,In Progress,Technical Lead,2025-04-18,2025-07-05
696,129,202604,Financial,Forecast cost exceeds approved budget,3,3,9,Moderate,Open,Planned,Project Manager,2026-04-25,2026-07-11
697,129,202612,Financial,Contingency reserve under pressure,2,4,8,Moderate,Closed,Complete,Project Manager,2026-12-23,2027-02-11
698,129,202611,Technical,Integration complexity exceeds plan,4,4,16,Critical,Open,Not Started,Program Manager,2026-11-20,2027-02-16
699,130,202511,Schedule,Dependency delay threatens delivery,5,3,15,High,Open,Planned,Program Manager,2025-11-21,2026-03-13
700,130,202508,Scope,Scope growth not fully funded,5,3,15,High,Closed,Complete,Program Manager,2025-08-22,2025-10-08
701,130,202608,Resource,Specialist allocation conflict,4,4,16,Critical,Mitigating,In Progress,PMO,2026-08-08,2026-09-23
702,130,202612,Resource,Specialist allocation conflict,4,4,16,Critical,Mitigating,At Risk,PMO,2026-12-20,2027-03-10
703,130,202605,Financial,Vendor spend trending above plan,4,4,16,Critical,Closed,Complete,PMO,2026-05-21,2026-07-30
704,130,202601,Resource,Specialist allocation conflict,5,3,15,High,Open,Not Started,PMO,2026-01-18,2026-04-25
705,130,202610,Financial,Contingency reserve under pressure,4,5,20,Critical,Open,Planned,Program Manager,2026-10-22,2026-11-26
706,131,202603,Financial,Vendor spend trending above plan,2,1,2,Low,Open,Planned,Technical Lead,2026-03-09,2026-06-17
707,131,202609,Scope,Requirements instability,2,1,2,Low,Closed,Complete,Program Manager,2026-09-14,2026-10-27
708,131,202604,Technical,Integration complexity exceeds plan,3,2,6,Moderate,Closed,Complete,Technical Lead,2026-04-13,2026-08-08
709,132,202501,Compliance,Approval dependency outstanding,3,5,15,High,Mitigating,At Risk,Technical Lead,2025-01-22,2025-02-26
710,132,202606,Schedule,Testing window compressed,5,4,20,Critical,Mitigating,At Risk,Project Manager,2026-06-20,2026-09-25
711,132,202602,Change Management,Stakeholder resistance increasing,5,5,25,Critical,Open,Planned,Technical Lead,2026-02-07,2026-04-11
712,132,202611,Compliance,Control evidence incomplete,4,5,20,Critical,Open,Planned,PMO,2026-11-12,2026-12-13
713,132,202609,Scope,Scope growth not fully funded,4,5,20,Critical,Mitigating,At Risk,Project Manager,2026-09-05,2026-12-23
714,132,202502,Resource,Specialist allocation conflict,4,5,20,Critical,Open,Not Started,Technical Lead,2025-02-09,2025-05-06
715,132,202511,Schedule,Dependency delay threatens delivery,5,5,25,Critical,Closed,Complete,Technical Lead,2025-11-15,2026-01-09
716,132,202511,Scope,Scope growth not fully funded,4,5,20,Critical,Mitigating,At Risk,Project Manager,2025-11-20,2026-01-03
717,133,202603,Resource,Specialist allocation conflict,4,3,12,High,Closed,Complete,PMO,2026-03-21,2026-06-11
718,133,202511,Financial,Forecast cost exceeds approved budget,3,2,6,Moderate,Mitigating,On Track,Business Owner,2025-11-23,2026-02-28
719,133,202602,Resource,Key role vacancy,3,3,9,Moderate,Open,Not Started,Project Manager,2026-02-21,2026-03-25
720,133,202611,Compliance,Control evidence incomplete,3,2,6,Moderate,Closed,Complete,Program Manager,2026-11-06,2027-02-09
721,134,202601,Vendor,Supplier capacity constraint,3,3,9,Moderate,Mitigating,On Track,Business Owner,2026-01-22,2026-04-19
722,134,202610,Vendor,Supplier capacity constraint,2,4,8,Moderate,Mitigating,On Track,Technical Lead,2026-10-07,2026-12-11
723,134,202601,Resource,Critical skill capacity constrained,2,4,8,Moderate,Closed,Complete,PMO,2026-01-17,2026-04-27
724,134,202511,Technical,Technical debt threatens delivery,2,3,6,Moderate,Mitigating,On Track,Technical Lead,2025-11-19,2026-03-07
725,134,202612,Financial,Forecast cost exceeds approved budget,2,2,4,Low,Closed,Complete,Program Manager,2026-12-19,2027-03-03
726,135,202605,Resource,Critical skill capacity constrained,5,4,20,Critical,Open,Not Started,Project Manager,2026-05-12,2026-08-04
727,135,202502,Resource,Specialist allocation conflict,2,3,6,Moderate,Open,Not Started,Technical Lead,2025-02-18,2025-05-09
728,135,202603,Resource,Specialist allocation conflict,5,3,15,High,Open,Planned,Business Owner,2026-03-24,2026-06-12
729,135,202606,Schedule,Testing window compressed,2,4,8,Moderate,Open,Planned,Technical Lead,2026-06-25,2026-08-18
730,135,202510,Vendor,Vendor deliverable delayed,4,2,8,Moderate,Closed,Complete,Project Manager,2025-10-08,2025-12-24
731,135,202511,Resource,Critical skill capacity constrained,4,4,16,Critical,Open,Planned,Program Manager,2025-11-17,2026-03-08
732,135,202601,Change Management,Stakeholder resistance increasing,4,2,8,Moderate,Open,Planned,PMO,2026-01-13,2026-04-30
733,136,202601,Vendor,Supplier capacity constraint,3,3,9,Moderate,Closed,Complete,Program Manager,2026-01-08,2026-05-07
734,136,202606,Resource,Key role vacancy,3,4,12,High,Mitigating,At Risk,Project Manager,2026-06-08,2026-08-16
735,136,202510,Resource,Specialist allocation conflict,3,4,12,High,Open,Planned,Program Manager,2025-10-24,2025-11-30
736,136,202507,Financial,Vendor spend trending above plan,3,5,15,High,Mitigating,In Progress,Technical Lead,2025-07-17,2025-10-01
737,136,202511,Change Management,Adoption readiness behind plan,2,4,8,Moderate,Mitigating,On Track,Business Owner,2025-11-25,2026-02-16
738,137,202609,Financial,Forecast cost exceeds approved budget,3,5,15,High,Mitigating,At Risk,Project Manager,2026-09-20,2026-10-23
739,137,202509,Change Management,Training preparation delayed,5,4,20,Critical,Mitigating,On Track,Program Manager,2025-09-14,2025-12-23
740,137,202605,Compliance,Approval dependency outstanding,4,5,20,Critical,Open,Planned,Project Manager,2026-05-22,2026-06-29
741,137,202608,Scope,Requirements instability,3,4,12,High,Mitigating,At Risk,Program Manager,2026-08-17,2026-10-13
742,137,202601,Schedule,Dependency delay threatens delivery,5,5,25,Critical,Open,Not Started,Technical Lead,2026-01-21,2026-04-12
743,137,202609,Resource,Key role vacancy,5,5,25,Critical,Mitigating,On Track,Project Manager,2026-09-21,2026-10-23
744,137,202601,Scope,Scope growth not fully funded,4,4,16,Critical,Mitigating,In Progress,Business Owner,2026-01-19,2026-02-21
745,137,202610,Vendor,Vendor deliverable delayed,4,5,20,Critical,Open,Planned,Program Manager,2026-10-17,2026-12-12
746,138,202607,Technical,Integration complexity exceeds plan,3,5,15,High,Mitigating,On Track,PMO,2026-07-19,2026-09-03
747,138,202601,Resource,Critical skill capacity constrained,3,5,15,High,Mitigating,At Risk,Business Owner,2026-01-20,2026-04-07
748,138,202603,Schedule,Dependency delay threatens delivery,5,5,25,Critical,Open,Planned,Project Manager,2026-03-14,2026-06-16
749,138,202501,Financial,Forecast cost exceeds approved budget,3,5,15,High,Mitigating,On Track,Project Manager,2025-01-19,2025-05-11
750,138,202505,Financial,Vendor spend trending above plan,4,5,20,Critical,Open,Planned,Program Manager,2025-05-10,2025-07-04
751,138,202510,Schedule,Critical milestone slippage,4,5,20,Critical,Mitigating,At Risk,Project Manager,2025-10-16,2026-01-18
752,139,202603,Technical,Integration complexity exceeds plan,2,3,6,Moderate,Open,Planned,Program Manager,2026-03-09,2026-06-19
753,139,202503,Resource,Specialist allocation conflict,2,3,6,Moderate,Closed,Complete,PMO,2025-03-10,2025-06-28
754,139,202610,Resource,Key role vacancy,2,2,4,Low,Open,Planned,PMO,2026-10-06,2026-11-30
755,139,202504,Compliance,Control evidence incomplete,2,2,4,Low,Closed,Complete,Technical Lead,2025-04-20,2025-06-28
756,139,202605,Financial,Contingency reserve under pressure,1,3,3,Low,Open,Not Started,Program Manager,2026-05-06,2026-06-17
757,140,202504,Resource,Key role vacancy,2,2,4,Low,Mitigating,On Track,Business Owner,2025-04-11,2025-06-16
758,140,202511,Schedule,Dependency delay threatens delivery,3,3,9,Moderate,Closed,Complete,Project Manager,2025-11-06,2026-02-06
759,140,202610,Financial,Contingency reserve under pressure,3,2,6,Moderate,Open,Not Started,Program Manager,2026-10-10,2027-01-12
760,141,202603,Change Management,Training preparation delayed,3,3,9,Moderate,Open,Planned,Program Manager,2026-03-14,2026-05-24
761,141,202504,Resource,Key role vacancy,3,4,12,High,Open,Not Started,Business Owner,2025-04-19,2025-05-20
762,141,202603,Financial,Contingency reserve under pressure,2,4,8,Moderate,Open,Planned,Business Owner,2026-03-11,2026-04-13
763,141,202604,Technical,Integration complexity exceeds plan,3,2,6,Moderate,Open,Not Started,PMO,2026-04-11,2026-08-09
764,141,202601,Resource,Specialist allocation conflict,2,3,6,Moderate,Closed,Complete,Business Owner,2026-01-17,2026-03-26
765,141,202603,Resource,Key role vacancy,4,3,12,High,Mitigating,At Risk,Technical Lead,2026-03-15,2026-05-21
766,141,202509,Resource,Specialist allocation conflict,3,3,9,Moderate,Closed,Complete,Technical Lead,2025-09-24,2026-01-11
767,142,202506,Schedule,Critical milestone slippage,4,5,20,Critical,Closed,Complete,Project Manager,2025-06-23,2025-10-09
768,142,202501,Schedule,Testing window compressed,5,5,25,Critical,Mitigating,At Risk,Project Manager,2025-01-11,2025-03-01
769,142,202506,Financial,Vendor spend trending above plan,4,4,16,Critical,Open,Not Started,Business Owner,2025-06-18,2025-08-15
770,142,202511,Resource,Critical skill capacity constrained,5,5,25,Critical,Mitigating,In Progress,PMO,2025-11-13,2026-01-15
771,142,202602,Resource,Critical skill capacity constrained,5,5,25,Critical,Closed,Complete,Technical Lead,2026-02-04,2026-03-19
772,142,202512,Schedule,Critical milestone slippage,4,4,16,Critical,Open,Not Started,Technical Lead,2025-12-24,2026-04-07
773,142,202501,Resource,Key role vacancy,4,5,20,Critical,Mitigating,On Track,Technical Lead,2025-01-15,2025-02-14
774,142,202606,Technical,Architecture risk unresolved,3,4,12,High,Open,Not Started,Project Manager,2026-06-18,2026-10-12
775,142,202503,Schedule,Testing window compressed,5,5,25,Critical,Closed,Complete,Project Manager,2025-03-21,2025-05-14
776,142,202610,Resource,Specialist allocation conflict,4,5,20,Critical,Mitigating,At Risk,Project Manager,2026-10-14,2027-01-03
777,143,202610,Change Management,Adoption readiness behind plan,3,3,9,Moderate,Mitigating,At Risk,Business Owner,2026-10-06,2026-11-14
778,143,202601,Schedule,Testing window compressed,5,4,20,Critical,Open,Not Started,Project Manager,2026-01-20,2026-03-01
779,143,202612,Schedule,Dependency delay threatens delivery,5,3,15,High,Open,Planned,Technical Lead,2026-12-19,2027-02-12
780,143,202605,Financial,Contingency reserve under pressure,4,3,12,High,Mitigating,At Risk,Business Owner,2026-05-25,2026-09-19
781,143,202604,Schedule,Testing window compressed,5,5,25,Critical,Closed,Complete,Business Owner,2026-04-23,2026-07-28
782,143,202506,Schedule,Dependency delay threatens delivery,3,3,9,Moderate,Closed,Complete,Project Manager,2025-06-23,2025-08-22
783,143,202612,Resource,Critical skill capacity constrained,3,4,12,High,Open,Planned,Technical Lead,2026-12-25,2027-04-12
784,143,202606,Resource,Key role vacancy,3,4,12,High,Mitigating,On Track,Program Manager,2026-06-15,2026-07-25
785,143,202602,Schedule,Dependency delay threatens delivery,4,5,20,Critical,Open,Not Started,Technical Lead,2026-02-20,2026-05-04
786,143,202604,Schedule,Testing window compressed,4,4,16,Critical,Open,Planned,Technical Lead,2026-04-05,2026-07-31
787,144,202610,Resource,Critical skill capacity constrained,1,3,3,Low,Closed,Complete,PMO,2026-10-18,2027-01-30
788,144,202507,Vendor,Vendor deliverable delayed,1,3,3,Low,Mitigating,In Progress,Program Manager,2025-07-20,2025-08-26
789,144,202507,Change Management,Stakeholder resistance increasing,3,3,9,Moderate,Mitigating,At Risk,Program Manager,2025-07-23,2025-10-31
790,144,202501,Change Management,Adoption readiness behind plan,3,3,9,Moderate,Closed,Complete,Program Manager,2025-01-23,2025-02-28
791,145,202506,Schedule,Testing window compressed,1,2,2,Low,Closed,Complete,Program Manager,2025-06-18,2025-09-03
792,145,202601,Resource,Specialist allocation conflict,1,2,2,Low,Open,Not Started,PMO,2026-01-11,2026-03-15
793,145,202601,Vendor,Supplier capacity constraint,2,1,2,Low,Closed,Complete,Program Manager,2026-01-20,2026-03-23
794,145,202610,Resource,Key role vacancy,3,2,6,Moderate,Mitigating,In Progress,Business Owner,2026-10-06,2027-01-15
795,145,202502,Resource,Critical skill capacity constrained,1,2,2,Low,Mitigating,On Track,Business Owner,2025-02-06,2025-06-02
796,146,202501,Financial,Forecast cost exceeds approved budget,2,5,10,High,Open,Not Started,PMO,2025-01-25,2025-04-10
797,146,202507,Compliance,Regulatory requirement unresolved,3,4,12,High,Open,Planned,Technical Lead,2025-07-24,2025-10-29
798,146,202604,Scope,Change requests threaten baseline,3,4,12,High,Open,Planned,Project Manager,2026-04-25,2026-07-14
799,146,202510,Schedule,Testing window compressed,3,4,12,High,Closed,Complete,Technical Lead,2025-10-08,2025-11-19
800,146,202611,Compliance,Approval dependency outstanding,4,4,16,Critical,Mitigating,At Risk,Program Manager,2026-11-05,2027-02-02
801,146,202501,Technical,Architecture risk unresolved,4,4,16,Critical,Closed,Complete,PMO,2025-01-11,2025-02-13
802,146,202504,Financial,Forecast cost exceeds approved budget,3,4,12,High,Mitigating,At Risk,Program Manager,2025-04-16,2025-07-01
803,146,202506,Resource,Key role vacancy,4,3,12,High,Open,Not Started,PMO,2025-06-20,2025-09-27
804,147,202606,Scope,Scope growth not fully funded,2,2,4,Low,Mitigating,On Track,PMO,2026-06-13,2026-08-12
805,147,202611,Schedule,Dependency delay threatens delivery,3,2,6,Moderate,Open,Not Started,Program Manager,2026-11-11,2027-01-03
806,147,202512,Financial,Forecast cost exceeds approved budget,1,4,4,Low,Closed,Complete,PMO,2025-12-06,2026-01-09
807,147,202501,Change Management,Training preparation delayed,3,3,9,Moderate,Closed,Complete,Program Manager,2025-01-14,2025-03-25
808,147,202503,Compliance,Approval dependency outstanding,3,3,9,Moderate,Closed,Complete,Program Manager,2025-03-06,2025-04-24
809,148,202510,Resource,Critical skill capacity constrained,4,4,16,Critical,Mitigating,At Risk,Program Manager,2025-10-26,2026-02-20
810,148,202505,Technical,Technical debt threatens delivery,5,4,20,Critical,Closed,Complete,Project Manager,2025-05-19,2025-08-19
811,148,202508,Resource,Critical skill capacity constrained,5,4,20,Critical,Mitigating,In Progress,PMO,2025-08-20,2025-10-17
812,148,202501,Compliance,Regulatory requirement unresolved,5,5,25,Critical,Open,Planned,Technical Lead,2025-01-26,2025-03-26
813,148,202608,Resource,Key role vacancy,3,4,12,High,Open,Planned,Project Manager,2026-08-26,2026-12-03
814,148,202504,Schedule,Testing window compressed,5,5,25,Critical,Mitigating,At Risk,PMO,2025-04-24,2025-07-23
815,148,202605,Vendor,Third-party dependency at risk,4,3,12,High,Mitigating,On Track,Program Manager,2026-05-19,2026-07-26
816,148,202606,Schedule,Testing window compressed,4,4,16,Critical,Mitigating,On Track,PMO,2026-06-25,2026-09-26
817,149,202605,Resource,Specialist allocation conflict,3,3,9,Moderate,Open,Planned,Program Manager,2026-05-16,2026-09-01
818,149,202602,Vendor,Third-party dependency at risk,2,2,4,Low,Open,Not Started,Project Manager,2026-02-04,2026-03-25
819,149,202501,Technical,Technical debt threatens delivery,2,4,8,Moderate,Mitigating,At Risk,Project Manager,2025-01-09,2025-02-08
820,149,202511,Vendor,Third-party dependency at risk,2,3,6,Moderate,Closed,Complete,PMO,2025-11-22,2025-12-25
821,149,202603,Financial,Forecast cost exceeds approved budget,2,2,4,Low,Open,Not Started,Technical Lead,2026-03-21,2026-07-13
822,150,202512,Financial,Forecast cost exceeds approved budget,3,1,3,Low,Mitigating,On Track,Technical Lead,2025-12-06,2026-02-20
823,150,202508,Resource,Critical skill capacity constrained,2,1,2,Low,Mitigating,On Track,PMO,2025-08-20,2025-10-13
824,150,202604,Technical,Architecture risk unresolved,2,2,4,Low,Closed,Complete,Program Manager,2026-04-12,2026-06-15
